FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-08-22 11:16:13

Total deployment events: 464
Number of node-function combinations: 84

Event Type Summary:
  Deployment events: 6
  Replica events: 400
  Network events: 58

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t=   3.2s | network    | registry → nx_10     | unknown                   | docker_pull (59.1 MB)
t=   3.3s | network    | registry → coral_1   | unknown                   | docker_pull (59.1 MB)
t=   3.4s | network    | registry → rpi3_4    | unknown                   | docker_pull (19.1 MB)
t=   3.5s | network    | registry → coral_3   | unknown                   | docker_pull (59.1 MB)
t=   3.6s | network    | registry → rpi3_5    | unknown                   | docker_pull (52.5 MB)
t=   3.7s | network    | registry → rpi3_21   | unknown                   | docker_pull (19.1 MB)
t=   3.8s | network    | registry → rockpi_13 | unknown                   | docker_pull (38.1 MB)
t=   3.9s | network    | registry → rockpi_13 | unknown                   | docker_pull (59.1 MB)
t=   4.0s | replica    | rockpi_8             | python-pi                 | deploy replica of python-pi
t=   4.0s | network    | nuc_0 → rockpi_13    | unknown                   | data_download (45.8 MB)
t=   4.1s | network    | registry → nx_3      | unknown                   | docker_pull (38.1 MB)
t=   4.2s | network    | registry → nx_3      | unknown                   | docker_pull (59.1 MB)
t=   4.3s | network    | nuc_0 → nx_3         | unknown                   | data_download (45.8 MB)
t=   4.4s | network    | registry → rpi3_22   | unknown                   | docker_pull (19.1 MB)
t=   4.5s | network    | registry → rockpi_12 | unknown                   | docker_pull (59.1 MB)
t=   4.6s | network    | registry → rpi3_23   | unknown                   | docker_pull (19.1 MB)
t=   4.7s | network    | registry → rockpi_5  | unknown                   | docker_pull (59.1 MB)
t=   4.8s | network    | registry → rpi3_27   | unknown                   | docker_pull (19.1 MB)
t=   4.9s | network    | registry → rockpi_19 | unknown                   | docker_pull (59.1 MB)
t=   5.0s | replica    | rpi3_3               | fio                       | deploy replica of fio
t=   5.0s | network    | registry → rockpi_21 | unknown                   | docker_pull (38.1 MB)
t=   5.1s | network    | nuc_0 → rockpi_21    | unknown                   | data_download (45.8 MB)
t=   5.2s | network    | registry → rockpi_21 | unknown                   | docker_pull (182.2 MB)
t=   5.3s | network    | registry → rpi3_28   | unknown                   | docker_pull (19.1 MB)
t=   5.4s | network    | registry → rockpi_19 | unknown                   | docker_pull (38.1 MB)
t=   5.5s | network    | registry → nx_13     | unknown                   | docker_pull (59.1 MB)
t=   5.6s | network    | nuc_0 → rockpi_19    | unknown                   | data_download (45.8 MB)
t=   5.7s | network    | nuc_0 → rockpi_21    | unknown                   | data_download (45.8 MB)
t=   5.8s | network    | registry → rockpi_19 | unknown                   | docker_pull (182.2 MB)
t=   5.9s | network    | registry → rockpi_16 | unknown                   | docker_pull (38.1 MB)
t=   6.0s | replica    | rpi3_3               | fio                       | startup replica of fio
t=   6.0s | network    | nuc_0 → rockpi_16    | unknown                   | data_download (45.8 MB)
t=   6.1s | network    | registry → rockpi_5  | unknown                   | docker_pull (38.1 MB)
t=   6.2s | network    | nuc_0 → rockpi_5     | unknown                   | data_download (45.8 MB)
t=   6.3s | network    | registry → rpi3_4    | unknown                   | docker_pull (130.7 MB)
t=   6.4s | network    | registry → rpi3_4    | unknown                   | docker_pull (52.5 MB)
t=   6.5s | network    | registry → rockpi_12 | unknown                   | docker_pull (182.2 MB)
t=   6.6s | network    | registry → rockpi_21 | unknown                   | docker_pull (59.1 MB)
t=   6.7s | network    | registry → rockpi_16 | unknown                   | docker_pull (59.1 MB)
t=   6.8s | network    | registry → nx_13     | unknown                   | docker_pull (182.2 MB)
t=   6.9s | network    | registry → rockpi_14 | unknown                   | docker_pull (59.1 MB)
t=   7.0s | replica    | rpi3_3               | fio                       | setup replica of fio
t=   7.0s | network    | registry → rpi3_29   | unknown                   | docker_pull (19.1 MB)
t=   7.1s | network    | registry → nx_4      | unknown                   | docker_pull (59.1 MB)
t=   7.2s | network    | registry → rockpi_10 | unknown                   | docker_pull (59.1 MB)
t=   7.3s | network    | registry → nx_7      | unknown                   | docker_pull (59.1 MB)
t=   7.4s | network    | nano_3 → nuc_0       | unknown                   | data_upload (98.2 MB)
t=   7.5s | network    | nuc_0 → nano_3       | unknown                   | data_download (55.3 MB)
t=   7.6s | network    | nano_3 → nuc_0       | unknown                   | data_upload (98.2 MB)
t=   7.7s | network    | nuc_0 → nano_3       | unknown                   | data_download (55.3 MB)
t=   8.0s | replica    | rpi3_3               | fio                       | finish replica of fio
t=   9.0s | replica    | rockpi_8             | python-pi                 | startup replica of python-pi
t=  10.0s | replica    | rockpi_8             | python-pi                 | setup replica of python-pi
t=  11.0s | replica    | rockpi_8             | python-pi                 | finish replica of python-pi
t=  12.0s | replica    | rockpi_30            | speech-inference          | startup replica of speech-inference
t=  13.0s | replica    | rockpi_30            | speech-inference          | setup replica of speech-inference
t=  14.0s | replica    | nx_10                | resnet50-inference        | startup replica of resnet50-inference
t=  15.0s | replica    | nx_10                | resnet50-inference        | setup replica of resnet50-inference
t=  16.0s | replica    | nano_3               | resnet50-training         | startup replica of resnet50-training
t=  17.0s | replica    | nano_3               | resnet50-training         | setup replica of resnet50-training
t=  18.0s | replica    | nano_3               | resnet50-training         | finish replica of resnet50-training
t=  19.0s | replica    | rockpi_30            | speech-inference          | finish replica of speech-inference
t=  20.0s | replica    | nx_10                | resnet50-inference        | finish replica of resnet50-inference
t=  21.0s | replica    | rockpi_30            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t=  22.0s | replica    | rockpi_30            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t=  23.0s | replica    | rockpi_30            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t=  24.0s | replica    | rockpi_8             | python-pi                 | deploy replica of python-pi
t=  25.0s | replica    | rockpi_8             | python-pi                 | startup replica of python-pi
t=  26.0s | replica    | rockpi_8             | python-pi                 | setup replica of python-pi
t=  27.0s | replica    | rockpi_8             | python-pi                 | finish replica of python-pi
t=  28.0s | replica    | nx_10                | python-pi                 | deploy replica of python-pi
t=  29.0s | replica    | nx_10                | python-pi                 | startup replica of python-pi
t=  30.0s | replica    | nx_10                | python-pi                 | setup replica of python-pi
t=  31.0s | replica    | nx_10                | python-pi                 | finish replica of python-pi
t=  32.0s | replica    | coral_1              | python-pi                 | deploy replica of python-pi
t=  33.0s | replica    | rpi3_3               | fio                       | deploy replica of fio
t=  34.0s | replica    | rpi3_3               | fio                       | startup replica of fio
t=  35.0s | replica    | rpi3_3               | fio                       | setup replica of fio
t=  36.0s | replica    | rpi3_3               | fio                       | finish replica of fio
t=  37.0s | replica    | coral_1              | python-pi                 | startup replica of python-pi
t=  38.0s | replica    | coral_1              | python-pi                 | setup replica of python-pi
t=  39.0s | replica    | coral_1              | python-pi                 | finish replica of python-pi
t=  40.0s | replica    | coral_3              | python-pi                 | deploy replica of python-pi
t=  41.0s | replica    | rpi3_4               | fio                       | deploy replica of fio
t=  42.0s | replica    | rpi3_4               | fio                       | startup replica of fio
t=  43.0s | replica    | rpi3_4               | fio                       | setup replica of fio
t=  44.0s | replica    | rpi3_4               | fio                       | finish replica of fio
t=  45.0s | replica    | coral_3              | python-pi                 | startup replica of python-pi
t=  46.0s | replica    | coral_3              | python-pi                 | setup replica of python-pi
t=  47.0s | replica    | coral_3              | python-pi                 | finish replica of python-pi
t=  48.0s | replica    | rpi3_5               | python-pi                 | deploy replica of python-pi
t=  49.0s | replica    | rpi3_4               | fio                       | deploy replica of fio
t=  50.0s | replica    | rpi3_4               | fio                       | startup replica of fio
t=  51.0s | replica    | rpi3_4               | fio                       | setup replica of fio
t=  52.0s | replica    | rpi3_4               | fio                       | finish replica of fio
t=  53.0s | replica    | rpi3_5               | python-pi                 | startup replica of python-pi
t=  54.0s | replica    | rpi3_5               | python-pi                 | setup replica of python-pi
t=  55.0s | replica    | rpi3_5               | python-pi                 | finish replica of python-pi
t=  56.0s | replica    | rockpi_13            | speech-inference          | deploy replica of speech-inference
t=  57.0s | replica    | rockpi_13            | python-pi                 | deploy replica of python-pi
t=  58.0s | replica    | rpi3_21              | fio                       | deploy replica of fio
t=  59.0s | replica    | rpi3_21              | fio                       | startup replica of fio
t=  60.0s | replica    | rpi3_21              | fio                       | setup replica of fio
t=  61.0s | replica    | rpi3_21              | fio                       | finish replica of fio
t=  62.0s | replica    | rockpi_13            | speech-inference          | startup replica of speech-inference
t=  63.0s | replica    | rockpi_13            | speech-inference          | setup replica of speech-inference
t=  64.0s | replica    | rockpi_13            | python-pi                 | startup replica of python-pi
t=  65.0s | replica    | rockpi_13            | python-pi                 | setup replica of python-pi
t=  66.0s | replica    | rockpi_13            | python-pi                 | finish replica of python-pi
t=  67.0s | replica    | rockpi_13            | speech-inference          | finish replica of speech-inference
t=  68.0s | replica    | nx_3                 | speech-inference          | deploy replica of speech-inference
t=  69.0s | replica    | nx_3                 | python-pi                 | deploy replica of python-pi
t=  70.0s | replica    | rpi3_21              | fio                       | deploy replica of fio
t=  71.0s | replica    | rpi3_21              | fio                       | startup replica of fio
t=  72.0s | replica    | rpi3_21              | fio                       | setup replica of fio
t=  73.0s | replica    | rpi3_21              | fio                       | finish replica of fio
t=  74.0s | replica    | nx_3                 | speech-inference          | startup replica of speech-inference
t=  75.0s | replica    | nx_3                 | speech-inference          | setup replica of speech-inference
t=  76.0s | replica    | nx_3                 | python-pi                 | startup replica of python-pi
t=  77.0s | replica    | nx_3                 | python-pi                 | setup replica of python-pi
t=  78.0s | replica    | nx_3                 | python-pi                 | finish replica of python-pi
t=  79.0s | replica    | nx_3                 | speech-inference          | finish replica of speech-inference
t=  80.0s | replica    | nx_3                 | speech-inference          | teardown replica of speech-inference
t=  81.0s | replica    | nx_3                 | python-pi                 | deploy replica of python-pi
t=  82.0s | replica    | nx_3                 | python-pi                 | startup replica of python-pi
t=  83.0s | replica    | nx_3                 | python-pi                 | setup replica of python-pi
t=  84.0s | replica    | nx_3                 | python-pi                 | finish replica of python-pi
t=  85.0s | replica    | rpi3_22              | fio                       | deploy replica of fio
t=  86.0s | replica    | rpi3_22              | fio                       | startup replica of fio
t=  87.0s | replica    | rpi3_22              | fio                       | setup replica of fio
t=  88.0s | replica    | rpi3_22              | fio                       | finish replica of fio
t=  89.0s | replica    | rockpi_12            | python-pi                 | deploy replica of python-pi
t=  90.0s | replica    | rpi3_22              | fio                       | deploy replica of fio
t=  91.0s | replica    | rpi3_22              | fio                       | startup replica of fio
t=  92.0s | replica    | rpi3_22              | fio                       | setup replica of fio
t=  93.0s | replica    | rpi3_22              | fio                       | finish replica of fio
t=  94.0s | replica    | rockpi_12            | python-pi                 | startup replica of python-pi
t=  95.0s | replica    | rockpi_12            | python-pi                 | setup replica of python-pi
t=  96.0s | replica    | rockpi_12            | python-pi                 | finish replica of python-pi
t=  97.0s | replica    | rockpi_12            | python-pi                 | deploy replica of python-pi
t=  98.0s | replica    | rockpi_12            | python-pi                 | startup replica of python-pi
t=  99.0s | replica    | rockpi_12            | python-pi                 | setup replica of python-pi
t= 100.0s | replica    | rockpi_12            | python-pi                 | finish replica of python-pi
t= 101.0s | replica    | rpi3_23              | fio                       | deploy replica of fio
t= 102.0s | replica    | rpi3_23              | fio                       | startup replica of fio
t= 103.0s | replica    | rpi3_23              | fio                       | setup replica of fio
t= 104.0s | replica    | rpi3_23              | fio                       | finish replica of fio
t= 105.0s | replica    | rockpi_5             | python-pi                 | deploy replica of python-pi
t= 106.0s | replica    | rpi3_23              | fio                       | deploy replica of fio
t= 107.0s | replica    | rpi3_23              | fio                       | startup replica of fio
t= 108.0s | replica    | rpi3_23              | fio                       | setup replica of fio
t= 109.0s | replica    | rpi3_23              | fio                       | finish replica of fio
t= 110.0s | replica    | rockpi_5             | python-pi                 | startup replica of python-pi
t= 111.0s | replica    | rockpi_5             | python-pi                 | setup replica of python-pi
t= 112.0s | replica    | rockpi_5             | python-pi                 | finish replica of python-pi
t= 113.0s | replica    | rockpi_5             | python-pi                 | deploy replica of python-pi
t= 114.0s | replica    | rockpi_5             | python-pi                 | startup replica of python-pi
t= 115.0s | replica    | rockpi_5             | python-pi                 | setup replica of python-pi
t= 116.0s | replica    | rockpi_5             | python-pi                 | finish replica of python-pi
t= 117.0s | replica    | rpi3_27              | fio                       | deploy replica of fio
t= 118.0s | replica    | rpi3_27              | fio                       | startup replica of fio
t= 119.0s | replica    | rpi3_27              | fio                       | setup replica of fio
t= 120.0s | replica    | rpi3_27              | fio                       | finish replica of fio
t= 121.0s | replica    | rockpi_21            | speech-inference          | deploy replica of speech-inference
t= 122.0s | replica    | rockpi_21            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 123.0s | replica    | rockpi_19            | python-pi                 | deploy replica of python-pi
t= 124.0s | replica    | rpi3_27              | fio                       | deploy replica of fio
t= 125.0s | replica    | rpi3_27              | fio                       | startup replica of fio
t= 126.0s | replica    | rpi3_27              | fio                       | setup replica of fio
t= 127.0s | replica    | rpi3_27              | fio                       | finish replica of fio
t= 128.0s | replica    | rockpi_19            | python-pi                 | startup replica of python-pi
t= 129.0s | replica    | rockpi_19            | python-pi                 | setup replica of python-pi
t= 130.0s | replica    | rockpi_19            | python-pi                 | finish replica of python-pi
t= 131.0s | replica    | rockpi_21            | speech-inference          | startup replica of speech-inference
t= 132.0s | replica    | rockpi_21            | speech-inference          | setup replica of speech-inference
t= 133.0s | replica    | rockpi_21            | speech-inference          | finish replica of speech-inference
t= 134.0s | replica    | rockpi_21            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 135.0s | replica    | rockpi_21            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 136.0s | replica    | rockpi_21            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 137.0s | replica    | rockpi_19            | speech-inference          | deploy replica of speech-inference
t= 138.0s | replica    | nx_13                | python-pi                 | deploy replica of python-pi
t= 139.0s | replica    | rpi3_28              | fio                       | deploy replica of fio
t= 140.0s | replica    | rpi3_28              | fio                       | startup replica of fio
t= 141.0s | replica    | rpi3_28              | fio                       | setup replica of fio
t= 142.0s | replica    | rpi3_28              | fio                       | finish replica of fio
t= 143.0s | replica    | rockpi_19            | speech-inference          | startup replica of speech-inference
t= 144.0s | replica    | rockpi_19            | speech-inference          | setup replica of speech-inference
t= 145.0s | replica    | nx_13                | python-pi                 | startup replica of python-pi
t= 146.0s | replica    | nx_13                | python-pi                 | setup replica of python-pi
t= 147.0s | replica    | nx_13                | python-pi                 | finish replica of python-pi
t= 148.0s | replica    | rockpi_19            | speech-inference          | finish replica of speech-inference
t= 149.0s | replica    | rockpi_19            | speech-inference          | teardown replica of speech-inference
t= 150.0s | replica    | rockpi_21            | speech-inference          | teardown replica of speech-inference
t= 151.0s | replica    | rockpi_21            | speech-inference          | deploy replica of speech-inference
t= 152.0s | replica    | rockpi_21            | speech-inference          | startup replica of speech-inference
t= 153.0s | replica    | rockpi_21            | speech-inference          | setup replica of speech-inference
t= 154.0s | replica    | rockpi_19            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 155.0s | replica    | nx_13                | python-pi                 | deploy replica of python-pi
t= 156.0s | replica    | nx_13                | python-pi                 | startup replica of python-pi
t= 157.0s | replica    | nx_13                | python-pi                 | setup replica of python-pi
t= 158.0s | replica    | nx_13                | python-pi                 | finish replica of python-pi
t= 159.0s | replica    | rockpi_21            | speech-inference          | finish replica of speech-inference
t= 160.0s | replica    | rockpi_19            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 161.0s | replica    | rockpi_19            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 162.0s | replica    | rockpi_19            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 163.0s | replica    | rockpi_19            | resnet50-preprocessing    | teardown replica of resnet50-preprocessing
t= 164.0s | replica    | rockpi_16            | speech-inference          | deploy replica of speech-inference
t= 165.0s | replica    | rockpi_19            | python-pi                 | deploy replica of python-pi
t= 166.0s | replica    | rockpi_19            | python-pi                 | startup replica of python-pi
t= 167.0s | replica    | rockpi_19            | python-pi                 | setup replica of python-pi
t= 168.0s | replica    | rockpi_19            | python-pi                 | finish replica of python-pi
t= 169.0s | replica    | rockpi_16            | speech-inference          | startup replica of speech-inference
t= 170.0s | replica    | rockpi_16            | speech-inference          | setup replica of speech-inference
t= 171.0s | replica    | rockpi_16            | speech-inference          | finish replica of speech-inference
t= 172.0s | replica    | rockpi_16            | speech-inference          | teardown replica of speech-inference
t= 173.0s | replica    | rockpi_19            | python-pi                 | teardown replica of python-pi
t= 174.0s | replica    | rpi3_28              | fio                       | teardown replica of fio
t= 175.0s | replica    | rockpi_21            | speech-inference          | teardown replica of speech-inference
t= 176.0s | replica    | nx_13                | python-pi                 | teardown replica of python-pi
t= 177.0s | replica    | rpi3_27              | fio                       | teardown replica of fio
t= 178.0s | replica    | nx_13                | python-pi                 | teardown replica of python-pi
t= 179.0s | replica    | rpi3_27              | fio                       | teardown replica of fio
t= 180.0s | replica    | rockpi_19            | python-pi                 | teardown replica of python-pi
t= 181.0s | replica    | rpi3_23              | fio                       | teardown replica of fio
t= 182.0s | replica    | rockpi_5             | python-pi                 | teardown replica of python-pi
t= 183.0s | replica    | rpi3_23              | fio                       | teardown replica of fio
t= 184.0s | replica    | rpi3_22              | fio                       | teardown replica of fio
t= 185.0s | replica    | rockpi_5             | speech-inference          | deploy replica of speech-inference
t= 186.0s | replica    | rockpi_21            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 187.0s | replica    | rockpi_21            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 188.0s | replica    | rockpi_21            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 189.0s | replica    | rockpi_21            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 190.0s | replica    | rockpi_19            | python-pi                 | deploy replica of python-pi
t= 191.0s | replica    | rockpi_19            | python-pi                 | startup replica of python-pi
t= 192.0s | replica    | rockpi_19            | python-pi                 | setup replica of python-pi
t= 193.0s | replica    | rockpi_19            | python-pi                 | finish replica of python-pi
t= 194.0s | replica    | rockpi_5             | speech-inference          | startup replica of speech-inference
t= 195.0s | replica    | rockpi_5             | speech-inference          | setup replica of speech-inference
t= 196.0s | replica    | rockpi_5             | speech-inference          | finish replica of speech-inference
t= 197.0s | replica    | rockpi_5             | speech-inference          | teardown replica of speech-inference
t= 198.0s | replica    | rockpi_21            | resnet50-preprocessing    | teardown replica of resnet50-preprocessing
t= 199.0s | replica    | rpi3_22              | fio                       | teardown replica of fio
t= 200.0s | replica    | rockpi_5             | python-pi                 | deploy replica of python-pi
t= 201.0s | replica    | rockpi_5             | python-pi                 | startup replica of python-pi
t= 202.0s | replica    | rockpi_5             | python-pi                 | setup replica of python-pi
t= 203.0s | replica    | rockpi_5             | python-pi                 | finish replica of python-pi
t= 204.0s | replica    | rockpi_5             | python-pi                 | teardown replica of python-pi
t= 205.0s | replica    | rpi3_21              | fio                       | teardown replica of fio
t= 206.0s | replica    | rockpi_19            | python-pi                 | teardown replica of python-pi
t= 207.0s | replica    | rpi3_21              | fio                       | teardown replica of fio
t= 208.0s | replica    | rockpi_5             | python-pi                 | teardown replica of python-pi
t= 209.0s | replica    | rpi3_4               | fio                       | teardown replica of fio
t= 210.0s | replica    | rockpi_12            | python-pi                 | teardown replica of python-pi
t= 211.0s | replica    | rpi3_4               | fio                       | teardown replica of fio
t= 212.0s | replica    | rockpi_12            | python-pi                 | teardown replica of python-pi
t= 213.0s | replica    | rpi3_4               | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 214.0s | replica    | rockpi_12            | python-pi                 | deploy replica of python-pi
t= 215.0s | replica    | rockpi_12            | python-pi                 | startup replica of python-pi
t= 216.0s | replica    | rockpi_12            | python-pi                 | setup replica of python-pi
t= 217.0s | replica    | rockpi_12            | python-pi                 | finish replica of python-pi
t= 218.0s | replica    | rpi3_4               | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 219.0s | replica    | rpi3_4               | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 220.0s | replica    | rpi3_4               | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 221.0s | replica    | rpi3_4               | resnet50-preprocessing    | teardown replica of resnet50-preprocessing
t= 222.0s | replica    | rpi3_4               | python-pi                 | deploy replica of python-pi
t= 223.0s | replica    | rpi3_4               | python-pi                 | startup replica of python-pi
t= 224.0s | replica    | rpi3_4               | python-pi                 | setup replica of python-pi
t= 225.0s | replica    | rpi3_4               | python-pi                 | finish replica of python-pi
t= 226.0s | replica    | rockpi_12            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 227.0s | replica    | rockpi_5             | python-pi                 | deploy replica of python-pi
t= 228.0s | replica    | rockpi_5             | python-pi                 | startup replica of python-pi
t= 229.0s | replica    | rockpi_5             | python-pi                 | setup replica of python-pi
t= 230.0s | replica    | rockpi_5             | python-pi                 | finish replica of python-pi
t= 231.0s | replica    | rockpi_12            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 232.0s | replica    | rockpi_12            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 233.0s | replica    | rockpi_12            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 234.0s | replica    | rockpi_12            | resnet50-preprocessing    | teardown replica of resnet50-preprocessing
t= 235.0s | replica    | rockpi_12            | python-pi                 | deploy replica of python-pi
t= 236.0s | replica    | rockpi_12            | python-pi                 | startup replica of python-pi
t= 237.0s | replica    | rockpi_12            | python-pi                 | setup replica of python-pi
t= 238.0s | replica    | rockpi_12            | python-pi                 | finish replica of python-pi
t= 239.0s | replica    | rockpi_5             | python-pi                 | deploy replica of python-pi
t= 240.0s | replica    | rockpi_5             | python-pi                 | startup replica of python-pi
t= 241.0s | replica    | rockpi_5             | python-pi                 | setup replica of python-pi
t= 242.0s | replica    | rockpi_5             | python-pi                 | finish replica of python-pi
t= 243.0s | replica    | rpi3_21              | fio                       | deploy replica of fio
t= 244.0s | replica    | rpi3_21              | fio                       | startup replica of fio
t= 245.0s | replica    | rpi3_21              | fio                       | setup replica of fio
t= 246.0s | replica    | rpi3_21              | fio                       | finish replica of fio
t= 247.0s | replica    | rockpi_21            | python-pi                 | deploy replica of python-pi
t= 248.0s | replica    | rpi3_21              | fio                       | deploy replica of fio
t= 249.0s | replica    | rpi3_21              | fio                       | startup replica of fio
t= 250.0s | replica    | rpi3_21              | fio                       | setup replica of fio
t= 251.0s | replica    | rpi3_21              | fio                       | finish replica of fio
t= 252.0s | replica    | rockpi_21            | python-pi                 | startup replica of python-pi
t= 253.0s | replica    | rockpi_21            | python-pi                 | setup replica of python-pi
t= 254.0s | replica    | rockpi_21            | python-pi                 | finish replica of python-pi
t= 255.0s | replica    | rockpi_19            | python-pi                 | deploy replica of python-pi
t= 256.0s | replica    | rockpi_19            | python-pi                 | startup replica of python-pi
t= 257.0s | replica    | rockpi_19            | python-pi                 | setup replica of python-pi
t= 258.0s | replica    | rockpi_19            | python-pi                 | finish replica of python-pi
t= 259.0s | replica    | rpi3_22              | fio                       | deploy replica of fio
t= 260.0s | replica    | rpi3_22              | fio                       | startup replica of fio
t= 261.0s | replica    | rpi3_22              | fio                       | setup replica of fio
t= 262.0s | replica    | rpi3_22              | fio                       | finish replica of fio
t= 263.0s | replica    | rockpi_19            | python-pi                 | deploy replica of python-pi
t= 264.0s | replica    | rockpi_19            | python-pi                 | startup replica of python-pi
t= 265.0s | replica    | rockpi_19            | python-pi                 | setup replica of python-pi
t= 266.0s | replica    | rockpi_19            | python-pi                 | finish replica of python-pi
t= 267.0s | replica    | rpi3_22              | fio                       | deploy replica of fio
t= 268.0s | replica    | rpi3_22              | fio                       | startup replica of fio
t= 269.0s | replica    | rpi3_22              | fio                       | setup replica of fio
t= 270.0s | replica    | rpi3_22              | fio                       | finish replica of fio
t= 271.0s | replica    | nx_13                | python-pi                 | deploy replica of python-pi
t= 272.0s | replica    | nx_13                | python-pi                 | startup replica of python-pi
t= 273.0s | replica    | nx_13                | python-pi                 | setup replica of python-pi
t= 274.0s | replica    | nx_13                | python-pi                 | finish replica of python-pi
t= 275.0s | replica    | rpi3_23              | fio                       | deploy replica of fio
t= 276.0s | replica    | rpi3_23              | fio                       | startup replica of fio
t= 277.0s | replica    | rpi3_23              | fio                       | setup replica of fio
t= 278.0s | replica    | rpi3_23              | fio                       | finish replica of fio
t= 279.0s | replica    | nx_13                | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 280.0s | replica    | rockpi_16            | python-pi                 | deploy replica of python-pi
t= 281.0s | replica    | rpi3_23              | fio                       | deploy replica of fio
t= 282.0s | replica    | rpi3_23              | fio                       | startup replica of fio
t= 283.0s | replica    | rpi3_23              | fio                       | setup replica of fio
t= 284.0s | replica    | rpi3_23              | fio                       | finish replica of fio
t= 285.0s | replica    | rockpi_16            | python-pi                 | startup replica of python-pi
t= 286.0s | replica    | rockpi_16            | python-pi                 | setup replica of python-pi
t= 287.0s | replica    | rockpi_16            | python-pi                 | finish replica of python-pi
t= 288.0s | replica    | nx_13                | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 289.0s | replica    | nx_13                | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 290.0s | replica    | nx_13                | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 291.0s | replica    | nx_13                | resnet50-preprocessing    | teardown replica of resnet50-preprocessing
t= 292.0s | replica    | nx_13                | python-pi                 | deploy replica of python-pi
t= 293.0s | replica    | nx_13                | python-pi                 | startup replica of python-pi
t= 294.0s | replica    | nx_13                | python-pi                 | setup replica of python-pi
t= 295.0s | replica    | nx_13                | python-pi                 | finish replica of python-pi
t= 296.0s | replica    | rpi3_27              | fio                       | deploy replica of fio
