value,name,type,data_type
48000000,link_nuc_20,node,data_download
48000000,shared_20,shared,data_download
48000000,up_shared_20,uplink,data_download
48000000,down_shared_0,downlink,data_download
48000000,shared_0,shared,data_download
48000000,link_rpi4_28,node,data_download
48000000,link_nuc_20,node,data_download
48000000,shared_20,shared,data_download
48000000,up_shared_20,uplink,data_download
48000000,down_shared_0,downlink,data_download
48000000,shared_0,shared,data_download
48000000,link_rpi4_29,node,data_download
48000000,link_nuc_20,node,data_download
48000000,shared_20,shared,data_download
48000000,up_shared_20,uplink,data_download
48000000,down_shared_0,downlink,data_download
48000000,shared_0,shared,data_download
48000000,link_rockpi_20,node,data_download
103000000,link_nuc_20,node,data_download
103000000,shared_20,shared,data_download
103000000,up_shared_20,uplink,data_download
103000000,down_shared_0,downlink,data_download
103000000,shared_0,shared,data_download
103000000,link_nx_7,node,data_download
103000000,link_nuc_20,node,data_download
103000000,shared_20,shared,data_download
103000000,up_shared_20,uplink,data_download
103000000,down_shared_0,downlink,data_download
103000000,shared_0,shared,data_download
103000000,link_nx_7,node,data_download
103000000,link_nuc_20,node,data_download
103000000,shared_20,shared,data_download
103000000,up_shared_20,uplink,data_download
103000000,down_shared_0,downlink,data_download
103000000,shared_0,shared,data_download
103000000,link_nx_7,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
58000000,link_nano_18,node,data_download
58000000,link_nuc_20,node,data_download
58000000,shared_20,shared,data_download
58000000,up_shared_20,uplink,data_download
58000000,down_shared_1,downlink,data_download
58000000,shared_1,shared,data_download
