timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,LowPowerLongTimeBinPacker,resnet50-inference,1,6.6,490.91239906229856,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference,1,1.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,1.6,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training,1,3.6,0.0,scaling_check
5,LowPowerLongTimeBinPacker,python-pi,1,10.0,1273.9463168973057,scaling_check
5,LowPowerLongTimeBinPacker,fio,1,11.0,0.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference,1,12.0,490.91239906229856,scaling_check
10,LowPowerLongTimeBinPacker,speech-inference,1,3.0,0.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,3.2,0.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-training,1,7.8,0.0,scaling_check
10,LowPowerLongTimeBinPacker,python-pi,2,17.2,1273.9463168973057,scaling_check
10,LowPowerLongTimeBinPacker,fio,2,16.2,0.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-inference,2,14.2,0.0,scaling_check
15,LowPowerLongTimeBinPacker,speech-inference,1,2.0,0.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,2.6,0.0,scaling_check
15,LowPowerLongTimeBinPacker,resnet50-training,1,8.2,0.0,scaling_check
15,LowPowerLongTimeBinPacker,python-pi,3,17.6,0.0,scaling_check
15,LowPowerLongTimeBinPacker,fio,3,17.4,0.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-inference,3,16.6,0.0,scaling_check
20,LowPowerLongTimeBinPacker,speech-inference,1,3.8,0.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,2.8,0.0,scaling_check
20,LowPowerLongTimeBinPacker,resnet50-training,2,5.6,0.0,scaling_check
20,LowPowerLongTimeBinPacker,python-pi,4,14.8,0.0,scaling_check
20,LowPowerLongTimeBinPacker,fio,4,14.6,0.0,scaling_check
25,LowPowerLongTimeBinPacker,resnet50-inference,4,15.4,0.0,scaling_check
25,LowPowerLongTimeBinPacker,speech-inference,1,4.2,0.0,scaling_check
