timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,LowPowerLongTimeBinPacker,resnet50-inference,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-downtown,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-suburb,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-industrial,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-residential,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-commercial,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-airport,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-inference-port,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-downtown,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-suburb,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-industrial,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-residential,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,speech-inference-commercial,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-downtown,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-suburb,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-preprocessing-industrial,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training-downtown,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training-suburb,1,0.0,0.0,scaling_check
5,LowPowerLongTimeBinPacker,resnet50-training-industrial,1,0.0,0.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference,2,0.0,0.0,scaling_check
10,LowPowerLongTimeBinPacker,resnet50-inference-downtown,2,0.0,0.0,scaling_check
